#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
31508027	Spipo0G0010800	Spipo0G0010800	Spipo0G0010800	PF12171	PTHR23067	KOG4727		K12848		AT3G05760.1		C2H2 and C2HC zinc fingers superfamily protein	LOC_Os03g61640.1		ZOS3-23 - C2H2 zinc finger protein, expressed
31508586	Spipo0G0010900	Spipo0G0010900	Spipo0G0010900	PF06602	PTHR10807,PTHR10807:SF8		3.1.3.95,3.1.3.64	K18081		AT3G10550.1		Myotubularin-like phosphatases II superfamily	LOC_Os08g44260.1		inositol or phosphatidylinositol phosphatase/ phosphoric monoester hydrolase, putative, expressed
31508837	Spipo0G0011000	Spipo0G0011000	Spipo0G0011000				3.1.3.95,3.1.3.64			AT3G10550.1		Myotubularin-like phosphatases II superfamily	LOC_Os08g44260.1		inositol or phosphatidylinositol phosphatase/ phosphoric monoester hydrolase, putative, expressed
31508202	Spipo0G0011100	Spipo0G0011100	Spipo0G0011100	PF01073	PTHR10366,PTHR10366:SF348	KOG1429	4.1.1.35	K12449	GO:0055114,GO:0016616,GO:0006694,GO:0003854	AT1G08200.1	AXS2	UDP-D-apiose/UDP-D-xylose synthase 2	LOC_Os01g73790.1		NAD dependent epimerase/dehydratase family protein, putative, expressed
31508383	Spipo0G0011200	Spipo0G0011200	Spipo0G0011200		PTHR13343,PTHR13343:SF13					AT5G24060.2		Pentatricopeptide repeat (PPR) superfamily protein	LOC_Os11g34130.1		expressed protein
31507530	Spipo0G0011300	Spipo0G0011300	Spipo0G0011300												
31508220	Spipo0G0011400	Spipo0G0011400	Spipo0G0011400		PTHR31696,PTHR31696:SF6					AT1G40390.1		DNAse I-like superfamily protein			
31508764	Spipo0G0011500	Spipo0G0011500	Spipo0G0011500												
31507706	Spipo0G0011600	Spipo0G0011600	Spipo0G0011600												
31507582	Spipo0G0011700	Spipo0G0011700	Spipo0G0011700												
31509402	Spipo0G0011800	Spipo0G0011800	Spipo0G0011800												
31508787	Spipo0G0011900	Spipo0G0011900	Spipo0G0011900												
31507657	Spipo0G0012000	Spipo0G0012000	Spipo0G0012000												
31508401	Spipo0G0012100	Spipo0G0012100	Spipo0G0012100												
31508562	Spipo0G0012200	Spipo0G0012200	Spipo0G0012200	PF00072	PTHR26402,PTHR26402:SF465			K12127	GO:0000160	AT5G61380.1	APRR1,AtTOC1,PRR1,TOC1	CCT motif -containing response regulator protein	LOC_Os02g40510.1		response regulator receiver domain containing protein, expressed
31508651	Spipo0G0012300	Spipo0G0012300	Spipo0G0012300												
31508495	Spipo0G0012400	Spipo0G0012400	Spipo0G0012400												
31508862	Spipo0G0012500	Spipo0G0012500	Spipo0G0012500												
31508561	Spipo0G0012600	Spipo0G0012600	Spipo0G0012600	PF00005,PF01061	PTHR19241,PTHR19241:SF213				GO:0016887,GO:0005524,GO:0016020	AT1G31770.1	ABCG14	ATP-binding cassette 14	LOC_Os08g07010.1		ABC-2 type transporter domain containing protein, expressed
31509308	Spipo0G0012700	Spipo0G0012700	Spipo0G0012700												
31508230	Spipo0G0012800	Spipo0G0012800	Spipo0G0012800												
31509030	Spipo0G0012900	Spipo0G0012900	Spipo0G0012900												
31508891	Spipo0G0013000	Spipo0G0013000	Spipo0G0013000	PF13414	PTHR22904,PTHR22904:SF379					AT5G10200.1		ARM-repeat/Tetratricopeptide repeat (TPR)-like protein	LOC_Os05g34820.1		expressed protein
31508157	Spipo0G0013100	Spipo0G0013100	Spipo0G0013100	PF04434,PF10551,PF03101	PTHR31669				GO:0008270,GO:0006355	AT4G38180.1	FRS5	FAR1-related sequence 5	LOC_Os03g50900.1		transposon protein, putative, unclassified, expressed
31508981	Spipo0G0013200	Spipo0G0013200	Spipo0G0013200	PF04434,PF03101,PF10551	PTHR31669				GO:0008270,GO:0006355	AT4G38180.1	FRS5	FAR1-related sequence 5	LOC_Os12g12380.1		transposon protein, putative, unclassified, expressed
31507919	Spipo0G0013300	Spipo0G0013300	Spipo0G0013300	PF03407	PTHR10994,PTHR10994:SF69		2.4.1.37			AT2G35610.1	XEG113	xyloglucanase 113	LOC_Os03g38930.1		expressed protein
31508107	Spipo0G0013400	Spipo0G0013400	Spipo0G0013400							AT1G68765.1	IDA	Putative membrane lipoprotein			
31508660	Spipo0G0013500	Spipo0G0013500	Spipo0G0013500	PF00046,PF16719	PTHR33827,PTHR33827:SF3				GO:0003677	AT3G18380.1		sequence-specific DNA binding transcription factors;sequence-specific DNA binding	LOC_Os06g29020.2		retrotransposon protein, putative, unclassified, expressed
31507524	Spipo0G0013600	Spipo0G0013600	Spipo0G0013600	PF06219	PTHR31317,PTHR31317:SF4					AT5G17640.1		Protein of unknown function (DUF1005)	LOC_Os08g06640.1		stress-induced protein, putative, expressed
31507655	Spipo0G0013700	Spipo0G0013700	Spipo0G0013700												
31507789	Spipo0G0013800	Spipo0G0013800	Spipo0G0013800	PF12854,PF13812,PF01535,PF13041	PTHR24015,PTHR24015:SF483					AT5G42310.1		Pentatricopeptide repeat (PPR-like) superfamily protein	LOC_Os06g49670.2		pentatricopeptide, putative, expressed
31508550	Spipo0G0013900	Spipo0G0013900	Spipo0G0013900	PF03759	PTHR33101,PTHR33101:SF2				GO:0005089	AT1G31650.1	ATROPGEF14,ROPGEF14	RHO guanyl-nucleotide exchange factor 14	LOC_Os02g47420.1		ATROPGEF7/ROPGEF7, putative, expressed
31507803	Spipo0G0014000	Spipo0G0014000	Spipo0G0014000	PF05687,PF01373	PTHR31352,PTHR31352:SF8		3.2.1.2	K01177	GO:0016161,GO:0000272	AT5G45300.2	BAM8,BMY2	beta-amylase 2	LOC_Os02g03690.1		beta-amylase, putative, expressed
31508894	Spipo0G0014100	Spipo0G0014100	Spipo0G0014100	PF09117,PF03283	PTHR21562,PTHR21562:SF4				GO:0045926,GO:0006952,GO:0016787	AT4G19420.1		Pectinacetylesterase family protein	LOC_Os02g47400.2		pectinacetylesterase domain containing protein, expressed
31508579	Spipo0G0014200	Spipo0G0014200	Spipo0G0014200	PF03372	PTHR12121,PTHR12121:SF42	KOG0620	3.1.13.4	K12603		AT1G31500.1		DNAse I-like superfamily protein	LOC_Os05g32330.1		endonuclease/exonuclease/phosphatase family domain containing protein, expressed
31508954	Spipo0G0014300	Spipo0G0014300	Spipo0G0014300												
31509357	Spipo0G0014400	Spipo0G0014400	Spipo0G0014400	PF06813	PTHR21576,PTHR21576:SF7					AT5G45275.1		Major facilitator superfamily protein	LOC_Os12g01570.1		nodulin, putative, expressed
31508553	Spipo0G0014500	Spipo0G0014500	Spipo0G0014500	PF03083	PTHR10791,PTHR10791:SF62	KOG1623		K15382		AT5G62850.1	AtVEX1	Nodulin MtN3 family protein	LOC_Os01g42090.1		nodulin MtN3 family protein, putative, expressed
31508429	Spipo0G0014600	Spipo0G0014600	Spipo0G0014600	PF03141	PTHR10108,PTHR10108:SF844		2.1.1.41		GO:0008168	AT4G19120.2	ERD3	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	LOC_Os06g01450.1		methyltransferase, putative, expressed
31508034	Spipo0G0014700	Spipo0G0014700	Spipo0G0014700	PF03637	PTHR22599,PTHR22599:SF26	KOG0440		K06685		AT5G45550.1		Mob1/phocein family protein	LOC_Os03g38020.1		mps one binder kinase activator-like 1A, putative, expressed
31508005	Spipo0G0014800	Spipo0G0014800	Spipo0G0014800	PF12537,PF12430	PTHR15948				GO:0016020	AT1G64990.1	GTG1	GPCR-type G protein 1	LOC_Os04g51180.1		GPR89A, putative, expressed
31507608	Spipo0G0014900	Spipo0G0014900	Spipo0G0014900	PF13713,PF08381	PTHR22870					AT1G31880.1	BRX,NLM9	DZC (Disease resistance/zinc finger/chromosome condensation-like region) domain containing protein	LOC_Os08g36020.1		Disease resistance/zinc finger/chromosome condensation-like region protein, putative, expressed
31507891	Spipo0G0015000	Spipo0G0015000	Spipo0G0015000							AT4G27610.1			LOC_Os02g37130.1		expressed protein
31509132	Spipo0G0015100	Spipo0G0015100	Spipo0G0015100				1.1.1.102			AT3G06060.1		NAD(P)-binding Rossmann-fold superfamily protein	LOC_Os02g47350.1		oxidoreductase, short chain dehydrogenase/reductase family, putative, expressed
31507683	Spipo0G0015200	Spipo0G0015200	Spipo0G0015200		PTHR34809					AT5G17520.1	MEX1,RCP1	root cap 1 (RCP1)	LOC_Os04g51330.1		maltose excess protein 1-like, chloroplast precursor, putative, expressed
31508092	Spipo0G0015300	Spipo0G0015300	Spipo0G0015300	PF00098,PF01336,PF16900,PF04057,PF08646	PTHR23273,PTHR23273:SF12			K07466	GO:0008270,GO:0003676,GO:0006260,GO:0005634,GO:0003677	AT5G45400.1	ATRPA70C,RPA70C	Replication factor-A protein 1-related	LOC_Os02g53680.1		RPA1A - Putative single-stranded DNA binding complex subunit 1, expressed
31508164	Spipo0G0015400	Spipo0G0015400	Spipo0G0015400	PF01294	PTHR11722,PTHR11722:SF1	KOG3295		K02873	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT3G49010.1	ATBBC1,BBC1,RSU2	breast basic conserved 1	LOC_Os06g02510.1		ribosomal protein L13, putative, expressed
31508243	Spipo0G0015500	Spipo0G0015500	Spipo0G0015500	PF00474	PTHR11819,PTHR11819:SF94				GO:0055085,GO:0016020,GO:0006810,GO:0005215	AT5G45380.1	ATDUR3,DUR3	solute:sodium symporters;urea transmembrane transporters	LOC_Os10g42960.1		urea active transporter, putative, expressed
31508001	Spipo0G0015600	Spipo0G0015600	Spipo0G0015600		PTHR33067,PTHR33067:SF2								ChrUn.fgenesh.mRNA.3		expressed protein
31507589	Spipo0G0015700	Spipo0G0015700	Spipo0G0015700		PTHR17130					AT5G17170.1	ENH1	rubredoxin family protein	LOC_Os08g06530.1		rubredoxin family protein, putative, expressed
31508583	Spipo0G0015800	Spipo0G0015800	Spipo0G0015800	PF06749	PTHR31769,PTHR31769:SF8					AT5G17210.1		Protein of unknown function (DUF1218)	LOC_Os06g02440.1		expressed protein
31508713	Spipo0G0015900	Spipo0G0015900	Spipo0G0015900	PF13207	PTHR11603		2.7.1.12	K00851		AT2G16790.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein			
31509136	Spipo0G0016000	Spipo0G0016000	Spipo0G0016000	PF13506	PTHR12726,PTHR12726:SF0	KOG2547			GO:0016757	AT2G19880.1		Nucleotide-diphospho-sugar transferases superfamily protein	LOC_Os01g67870.1		expressed protein
31507609	Spipo0G0016100	Spipo0G0016100	Spipo0G0016100	PF00855	PTHR33697,PTHR33697:SF2					AT3G03140.1		Tudor/PWWP/MBT superfamily protein	LOC_Os02g47170.1		expressed protein
31508165	Spipo0G0016200	Spipo0G0016200	Spipo0G0016200	PF02880,PF00408,PF02878	PTHR22573,PTHR22573:SF15		5.4.2.3	K01836	GO:0016868,GO:0005975,GO:0071704	AT5G18070.1	DRT101	phosphoglucosamine mutase-related	LOC_Os07g09720.1		phosphoacetylglucosamine mutase, putative, expressed
31509206	Spipo0G0016300	Spipo0G0016300	Spipo0G0016300												
31507542	Spipo0G0016400	Spipo0G0016400	Spipo0G0016400	PF00400	PTHR22847,PTHR22847:SF441	KOG0266			GO:0005515	AT1G15750.4	TPL,WSIP1	Transducin family protein / WD-40 repeat family protein	LOC_Os08g06480.1		lissencephaly type-1-like homology motif, putative, expressed
31508133	Spipo0G0016500	Spipo0G0016500	Spipo0G0016500	PF00319	PTHR11945				GO:0046983,GO:0003677	AT5G60440.1	AGL62	AGAMOUS-like 62	LOC_Os09g02830.1		OsMADS78 - MADS-box family gene with M-alpha type-box, expressed
31509255	Spipo0G0016600	Spipo0G0016600	Spipo0G0016600							AT5G45550.1		Mob1/phocein family protein	LOC_Os10g25674.1		mps one binder kinase activator-like 1A, putative, expressed
31509043	Spipo0G0016700	Spipo0G0016700	Spipo0G0016700	PF04144	PTHR10687,PTHR10687:SF15	KOG3088			GO:0016021,GO:0015031	AT1G32050.1		SCAMP family protein	LOC_Os02g47010.1		secretory carrier-associated membrane protein, putative, expressed
31509368	Spipo0G0016800	Spipo0G0016800	Spipo0G0016800	PF00271,PF00270	PTHR24031,PTHR24031:SF320		3.6.4.13	K14811	GO:0005524,GO:0003676	AT1G31970.1	STRS1	DEA(D/H)-box RNA helicase family protein	LOC_Os07g20580.1		DEAD-box ATP-dependent RNA helicase, putative, expressed
31508537	Spipo0G0016900	Spipo0G0016900	Spipo0G0016900	PF00503	PTHR10218,PTHR10218:SF192				GO:0031683,GO:0019001,GO:0007186,GO:0004871,GO:0003924	AT1G31930.1	XLG3	extra-large GTP-binding protein 3	LOC_Os11g10050.1		G-protein alpha subunit, putative, expressed
31509216	Spipo0G0017000	Spipo0G0017000	Spipo0G0017000	PF00587,PF03129	PTHR10745,PTHR10745:SF6		6.1.1.14	K01880	GO:0006418,GO:0005524,GO:0004812,GO:0000166	AT1G29880.1		glycyl-tRNA synthetase / glycine--tRNA ligase	LOC_Os08g42560.1		tRNA synthetase class II core domain containing protein, expressed
31509204	Spipo0G0017100	Spipo0G0017100	Spipo0G0017100												
31509294	Spipo0G0017200	Spipo0G0017200	Spipo0G0017200												
31508601	Spipo0G0017300	Spipo0G0017300	Spipo0G0017300												
31508887	Spipo0G0017400	Spipo0G0017400	Spipo0G0017400												
31507534	Spipo0G0017500	Spipo0G0017500	Spipo0G0017500												
31509131	Spipo0G0017600	Spipo0G0017600	Spipo0G0017600												
31509240	Spipo0G0017700	Spipo0G0017700	Spipo0G0017700												
31509318	Spipo0G0017800	Spipo0G0017800	Spipo0G0017800	PF04898	PTHR11938,PTHR11938:SF94		1.4.7.1		GO:0055114,GO:0015930,GO:0006807	AT5G04140.2	FD-GOGAT,GLS1,GLU1,GLUS	glutamate synthase 1	LOC_Os07g46460.1		ferredoxin-dependent glutamate synthase, chloroplast precursor, putative, expressed
31508575	Spipo0G0017900	Spipo0G0017900	Spipo0G0017900	PF01073	PTHR10366,PTHR10366:SF471		1.1.1.170		GO:0055114,GO:0016616,GO:0006694,GO:0003854	AT2G26260.1	3BETAHSD/D2,AT3BETAHSD/D2	3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 2	LOC_Os03g29170.1		sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating, putative, expressed
31507795	Spipo0G0018000	Spipo0G0018000	Spipo0G0018000												
31509335	Spipo0G0018100	Spipo0G0018100	Spipo0G0018100												
31508757	Spipo0G0018200	Spipo0G0018200	Spipo0G0018200												
31508517	Spipo0G0018300	Spipo0G0018300	Spipo0G0018300	PF01073	PTHR10366,PTHR10366:SF471		1.1.1.170		GO:0055114,GO:0016616,GO:0006694,GO:0003854	AT1G47290.2	3BETAHSD/D1,AT3BETAHSD/D1	3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 1	LOC_Os03g29150.1		NAD dependent epimerase/dehydratase family protein, putative, expressed
31508611	Spipo0G0018400	Spipo0G0018400	Spipo0G0018400	PF01645,PF04898	PTHR11938,PTHR11938:SF94		1.4.7.1		GO:0055114,GO:0016638,GO:0015930,GO:0006537,GO:0006807	AT5G04140.1	FD-GOGAT,GLS1,GLU1,GLUS	glutamate synthase 1	LOC_Os07g46460.1		ferredoxin-dependent glutamate synthase, chloroplast precursor, putative, expressed
31508387	Spipo0G0018500	Spipo0G0018500	Spipo0G0018500												
31508702	Spipo0G0018600	Spipo0G0018600	Spipo0G0018600												
31509251	Spipo0G0018700	Spipo0G0018700	Spipo0G0018700												
31508852	Spipo0G0018800	Spipo0G0018800	Spipo0G0018800							AT4G33460.1	ATNAP13,EMB2751	ABC transporter family protein	LOC_Os01g56400.1		ABC transporter, ATP-binding protein, putative, expressed
31508382	Spipo0G0018900	Spipo0G0018900	Spipo0G0018900	PF00005,PF01493,PF01645,PF04898	PTHR11938,PTHR11938:SF94		1.4.7.1		GO:0016887,GO:0005524,GO:0055114,GO:0016491,GO:0008152,GO:0016638,GO:0015930,GO:0006537,GO:0006807	AT5G04140.1	FD-GOGAT,GLS1,GLU1,GLUS	glutamate synthase 1	LOC_Os07g46460.1		ferredoxin-dependent glutamate synthase, chloroplast precursor, putative, expressed
31508003	Spipo0G0019000	Spipo0G0019000	Spipo0G0019000	PF03732	PTHR33067,PTHR33067:SF2								LOC_Os06g51540.1		retrotransposon protein, putative, unclassified, expressed
31509179	Spipo0G0019100	Spipo0G0019100	Spipo0G0019100												
31508236	Spipo0G0019200	Spipo0G0019200	Spipo0G0019200	PF03732	PTHR33067,PTHR33067:SF2								LOC_Os06g51540.1		retrotransposon protein, putative, unclassified, expressed
31509112	Spipo0G0019300	Spipo0G0019300	Spipo0G0019300	PF11955	PTHR31476,PTHR31476:SF4					AT4G01037.1	AtWTF1,WTF1	Ubiquitin carboxyl-terminal hydrolase family protein	LOC_Os05g49610.1		ubiquitin carboxyl-terminal hydrolase, family 1, putative, expressed
31508704	Spipo0G0019400	Spipo0G0019400	Spipo0G0019400	PF04770	PTHR31948					AT1G75240.1	AtHB33,HB33	homeobox protein 33	LOC_Os05g50310.1		ZF-HD protein dimerisation region containing protein, expressed
31508871	Spipo0G0019500	Spipo0G0019500	Spipo0G0019500	PF00249	PTHR24078,PTHR24078:SF177					AT1G75250.1	ATRL6,RL6,RSM3	RAD-like 6	LOC_Os01g44390.2		MYB family transcription factor, putative, expressed
31508418	Spipo0G0019600	Spipo0G0019600	Spipo0G0019600	PF00582	PTHR31964,PTHR31964:SF26				GO:0006950	AT2G21620.1	RD2	Adenine nucleotide alpha hydrolases-like superfamily protein	LOC_Os02g47650.1		universal stress protein domain containing protein, putative, expressed
31508077	Spipo0G0019700	Spipo0G0019700	Spipo0G0019700												
31508241	Spipo0G0019800	Spipo0G0019800	Spipo0G0019800		PTHR33472,PTHR33472:SF3					AT1G75260.1		oxidoreductases, acting on NADH or NADPH	LOC_Os09g15830.1		expressed protein
31508014	Spipo0G0019900	Spipo0G0019900	Spipo0G0019900	PF01095	PTHR31321,PTHR31321:SF10		3.1.1.11	K01051	GO:0042545,GO:0030599,GO:0005618	AT2G21610.1	ATPE11,PE11	pectinesterase 11	LOC_Os01g44340.1		pectinesterase, putative, expressed
31507870	Spipo0G0020000	Spipo0G0020000	Spipo0G0020000												
31508797	Spipo0G0020100	Spipo0G0020100	Spipo0G0020100	PF07731,PF00394,PF07732	PTHR11709,PTHR11709:SF116		1.10.3.2	K05909	GO:0055114,GO:0016491,GO:0005507	AT5G03260.1	LAC11	laccase 11	LOC_Os01g44330.1		laccase precursor protein, putative, expressed
31507558	Spipo0G0020200	Spipo0G0020200	Spipo0G0020200	PF01263	PTHR11122,PTHR11122:SF12	KOG1594	5.1.3.15	K01792	GO:0016853,GO:0005975	AT5G66530.2		Galactose mutarotase-like superfamily protein	LOC_Os09g15820.1		aldose 1-epimerase, putative, expressed
31508765	Spipo0G0020300	Spipo0G0020300	Spipo0G0020300	PF14432,PF13041,PF01535	PTHR24015					AT5G66520.1		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os07g02280.1		pentatricopeptide, putative, expressed
31509123	Spipo0G0020400	Spipo0G0020400	Spipo0G0020400	PF04099	PTHR23249,PTHR23249:SF15				GO:0006888,GO:0005801	AT5G02280.1		SNARE-like superfamily protein	LOC_Os06g05804.3		trafficking protein particle complex subunit 4, putative, expressed
31508892	Spipo0G0020500	Spipo0G0020500	Spipo0G0020500	PF00294	PTHR10584,PTHR10584:SF153	KOG2854	2.7.1.20			AT1G19600.1		pfkB-like carbohydrate kinase family protein	LOC_Os01g01620.1		kinase, pfkB family, putative, expressed
31508415	Spipo0G0020600	Spipo0G0020600	Spipo0G0020600	PF02729,PF00185	PTHR11405,PTHR11405:SF1	KOG1504	2.1.3.3	K00611	GO:0016743,GO:0006520,GO:0016597	AT1G75330.1	OTC	ornithine carbamoyltransferase	LOC_Os02g47590.1		ornithine carbamoyltransferase, putative, expressed
31509355	Spipo0G0020700	Spipo0G0020700	Spipo0G0020700												
31507586	Spipo0G0020800	Spipo0G0020800	Spipo0G0020800	PF02362	PTHR31391,PTHR31391:SF4				GO:0003677	AT3G19184.1		AP2/B3-like transcriptional factor family protein	LOC_Os06g09420.1		B3 DNA binding domain containing protein, expressed
31507570	Spipo0G0020900	Spipo0G0020900	Spipo0G0020900		PTHR36062,PTHR36062:SF1					AT2G16365.2		F-box family protein	LOC_Os01g49310.2		expressed protein
31507820	Spipo0G0021000	Spipo0G0021000	Spipo0G0021000	PF01197	PTHR33280,PTHR33280:SF1			K02909	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT1G75350.1	emb2184	Ribosomal protein L31	LOC_Os01g44210.1		50S ribosomal protein L31, putative, expressed
31508926	Spipo0G0021100	Spipo0G0021100	Spipo0G0021100		PTHR33640					AT5G66440.1					
31508366	Spipo0G0021200	Spipo0G0021200	Spipo0G0021200	PF00067	PTHR24286,PTHR24286:SF28	KOG0157	1.14.13.93		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT1G19630.1	CYP722A1	cytochrome P450, family 722, subfamily A, polypeptide 1	LOC_Os05g01120.1		cytochrome P450, putative, expressed
31508945	Spipo0G0021300	Spipo0G0021300	Spipo0G0021300	PF03492	PTHR31009,PTHR31009:SF9		2.1.1.274		GO:0008168	AT4G36470.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	LOC_Os01g50610.1		SAM dependent carboxyl methyltransferase, putative, expressed
31509087	Spipo0G0021400	Spipo0G0021400	Spipo0G0021400	PF09370,PF06792	PTHR31862					AT5G66420.2			LOC_Os06g27800.1		tm-1GCR237 protein, putative, expressed
31508957	Spipo0G0021500	Spipo0G0021500	Spipo0G0021500	PF09032,PF04969	PTHR13164	KOG3260		K04507		AT1G30070.1		SGS domain-containing protein	LOC_Os01g55270.1		SGS domain containing protein, expressed
31509391	Spipo0G0021600	Spipo0G0021600	Spipo0G0021600	PF01753,PF00443	PTHR24006,PTHR24006:SF503		3.4.19.12	K11855	GO:0036459,GO:0016579	AT1G17110.1	UBP15	ubiquitin-specific protease 15	LOC_Os02g14730.1		ubiquitin carboxyl-terminal hydrolase family protein, expressed
31508480	Spipo0G0021700	Spipo0G0021700	Spipo0G0021700	PF01535,PF13041	PTHR24015,PTHR24015:SF417					AT5G08490.1		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os02g18810.1		pentatricopeptide, putative, expressed
31507804	Spipo0G0021800	Spipo0G0021800	Spipo0G0021800	PF04832	PTHR11220,PTHR11220:SF25					AT1G17100.1		SOUL heme-binding family protein	LOC_Os01g11230.1		SOUL heme-binding protein, putative, expressed
31509176	Spipo0G0021900	Spipo0G0021900	Spipo0G0021900	PF11779						AT1G06515.1		Protein of unknown function (DUF3317)	LOC_Os07g26550.1		expressed protein
31508018	Spipo0G0022000	Spipo0G0022000	Spipo0G0022000										LOC_Os01g11240.1		DUF538 domain containing protein, putative, expressed
31508389	Spipo0G0022100	Spipo0G0022100	Spipo0G0022100	PF04398	PTHR31676,PTHR31676:SF7					AT5G46230.1		Protein of unknown function, DUF538	LOC_Os01g11240.1		DUF538 domain containing protein, putative, expressed
31507940	Spipo0G0022200	Spipo0G0022200	Spipo0G0022200	PF04398	PTHR31676,PTHR31676:SF7					AT1G09310.1		Protein of unknown function, DUF538	LOC_Os01g11240.1		DUF538 domain containing protein, putative, expressed
31508252	Spipo0G0022300	Spipo0G0022300	Spipo0G0022300	PF04398	PTHR31676,PTHR31676:SF7					AT5G46230.1		Protein of unknown function, DUF538	LOC_Os01g11240.1		DUF538 domain containing protein, putative, expressed
