#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
16798371	27451.t000006	27451.m000244	27451.m000244	PF00013	PTHR10288,PTHR10288:SF132			K13162	GO:0003723	AT4G26000.1	PEP	RNA-binding KH domain-containing protein
16798372	27451.t000007	27451.m000245	27451.m000245		PTHR11514,PTHR11514:SF29					AT2G31210.1		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
16798373	27451.t000008	27451.m000246	27451.m000246	PF07889	PTHR31903,PTHR31903:SF0					AT1G24265.2		Protein of unknown function (DUF1664)
16798374	27451.t000009	27451.m000247	27451.m000247	PF02704	PTHR23201,PTHR23201:SF1					AT1G74670.1		Gibberellin-regulated family protein
16798375	27451.t000010	27451.m000248	27451.m000248	PF04504	PTHR31662,PTHR31662:SF8					AT3G04930.1		DNA-binding storekeeper protein-related transcriptional regulator
16798376	27451.t000011	27451.m000249	27451.m000249	PF04130	PTHR19302,PTHR19302:SF33			K16572	GO:0005815,GO:0000922,GO:0000226	AT1G80260.1	emb1427	Spc97 / Spc98 family of spindle pole body (SBP) component
16798377	27451.t000012	27451.m000250	27451.m000250	PF13812,PF01535,PF13041	PTHR24015,PTHR24015:SF686					AT1G66345.1		Pentatricopeptide repeat (PPR) superfamily protein
16798378	27451.t000013	27451.m000251	27451.m000251	PF10458,PF08264	PTHR11946,PTHR11946:SF76		6.1.1.9	K01873	GO:0006438,GO:0005737,GO:0005524,GO:0004832,GO:0000166,GO:0006418	AT5G16715.1	EMB2247	ATP binding;valine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases
16798379	27451.t000014	27451.m000252	27451.m000252	PF00133	PTHR11946,PTHR11946:SF76	KOG0435	6.1.1.9	K01873	GO:0006418,GO:0005524,GO:0004812,GO:0000166	AT5G16715.1	EMB2247	ATP binding;valine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases
16798380	27451.t000015	27451.m000253	27451.m000253	PF00348	PTHR12001,PTHR12001:SF52	KOG0776	2.5.1.29	K13789	GO:0008299	AT4G36810.1	GGPS1	geranylgeranyl pyrophosphate synthase 1
16798381	27452.t000001	27452.m000025	27452.m000025									
16798382	27455.t000001	27455.m000039	27455.m000039	PF02847,PF02854	PTHR23253,PTHR23253:SF32			K03260	GO:0005515,GO:0003723	AT5G57870.1	eIFiso4G1	MIF4G domain-containing protein / MA3 domain-containing protein
16798383	27455.t000002	27455.m000040	27455.m000040		PTHR35768					AT5G57880.1	ATPRD2,MPS1,PRD2	multipolar spindle 1
16798384	27456.t000001	27456.m000035	27456.m000035									
16798385	27456.t000002	27456.m000036	27456.m000036	PF11811								
16798386	27461.t000001	27461.m000098	27461.m000098	PF01125	PTHR19411,PTHR19411:SF2	KOG3404		K12873	GO:0005634	AT4G21110.1		G10 family protein
16798387	27461.t000002	27461.m000099	27461.m000099	PF00651,PF07707	PTHR24006,PTHR24006:SF453	KOG1947			GO:0005515	AT2G36370.1		ubiquitin-protein ligases
16798388	27461.t000003	27461.m000100	27461.m000100	PF07714,PF00069	PTHR24351,PTHR24351:SF92		2.7.11.1		GO:0006468,GO:0004672,GO:0005524	AT2G36350.1		Protein kinase superfamily protein
16798389	27461.t000004	27461.m000101	27461.m000101	PF00070	PTHR22912,PTHR22912:SF144	KOG1336	1.6.5.4	K08232	GO:0055114,GO:0016491	AT3G52880.1	ATMDAR1,MDAR1	monodehydroascorbate reductase 1
16798390	27461.t000005	27461.m000102	27461.m000102	PF00428	PTHR21141	KOG3449		K02943		AT3G44590.2		60S acidic ribosomal protein family
16798391	27462.t000001	27462.m000043	27462.m000043	PF02321	PTHR30026,PTHR30026:SF3				GO:0006810,GO:0005215,GO:0019867			
16798392	27462.t000002	27462.m000044	27462.m000044									
16798393	27462.t000003	27462.m000045	27462.m000045	PF00581	PTHR22778,PTHR22778:SF21					AT2G40760.1		Rhodanese/Cell cycle control phosphatase superfamily protein
16798394	27464.t000001	27464.m000055	27464.m000055	PF00145	PTHR10629,PTHR10629:SF31		2.1.1.37			AT4G14140.2	DMT02,DMT2,MET02,MET2	DNA methyltransferase 2
16798395	27464.t000002	27464.m000056	27464.m000056									
16798396	27464.t000003	27464.m000057	27464.m000057									
16798397	27466.t000001	27466.m000028	27466.m000028	PF13343								
16798398	27466.t000002	27466.m000029	27466.m000029	PF00593	PTHR32552				GO:0016020,GO:0006810,GO:0004872			
16798399	27467.t000001	27467.m000162	27467.m000162	PF06351	PTHR31843,PTHR31843:SF2		5.3.99.6	K10525	GO:0016853,GO:0009507	AT1G13280.1	AOC4	allene oxide cyclase 4
16798400	27467.t000002	27467.m000163	27467.m000163									
16798401	27467.t000003	27467.m000164	27467.m000164									
16798402	27467.t000004	27467.m000165	27467.m000165		PTHR37383,PTHR37383:SF1							
16798403	27467.t000005	27467.m000166	27467.m000166		PTHR37383,PTHR37383:SF1							
16798404	27467.t000006	27467.m000167	27467.m000167									
16798405	27467.t000007	27467.m000168	27467.m000168									
16798406	27467.t000008	27467.m000169	27467.m000169		PTHR36748					AT5G16030.1		
16798407	27467.t000009	27467.m000170	27467.m000170	PF11016	PTHR35551,PTHR35551:SF1					AT5G38660.1	APE1	acclimation of photosynthesis to  environment
16798408	27467.t000010	27467.m000171	27467.m000171	PF13855,PF00931	PTHR23155,PTHR23155:SF443	KOG4658			GO:0005515,GO:0043531	AT3G14470.1		NB-ARC domain-containing disease resistance protein
16798409	27469.t000001	27469.m000162	27469.m000162	PF00010	PTHR12565,PTHR12565:SF128				GO:0046983	AT1G73830.1	BEE3	BR enhanced expression 3
16798410	27469.t000002	27469.m000163	27469.m000163	PF12697	PTHR10992,PTHR10992:SF733		3.1.1.89			AT5G38360.1		alpha/beta-Hydrolases superfamily protein
16798411	27469.t000003	27469.m000164	27469.m000164									
16798412	27469.t000004	27469.m000165	27469.m000165	PF03639	PTHR31983		3.2.1.39	K01180	GO:0052862,GO:0052861,GO:0016998	AT5G15870.1		glycosyl hydrolase family 81 protein
16798413	27469.t000005	27469.m000166	27469.m000166		PTHR37761,PTHR37761:SF1					AT5G15880.1		
16798414	27469.t000006	27469.m000167	27469.m000167	PF03639	PTHR31983,PTHR31983:SF0				GO:0052862,GO:0052861,GO:0016998	AT5G15870.1		glycosyl hydrolase family 81 protein
16798415	27469.t000007	27469.m000168	27469.m000168	PF03639	PTHR31983		3.2.1.39		GO:0052862,GO:0052861,GO:0016998	AT1G18310.1		glycosyl hydrolase family 81 protein
16798416	27469.t000008	27469.m000169	27469.m000169	PF03639	PTHR31983				GO:0052862,GO:0052861,GO:0016998	AT1G18310.1		glycosyl hydrolase family 81 protein
16798417	27469.t000009	27469.m000170	27469.m000170	PF13839	PTHR32285,PTHR32285:SF13					AT5G15900.1	TBL19	TRICHOME BIREFRINGENCE-LIKE 19
16798418	27469.t000010	27469.m000171	27469.m000171	PF14416,PF13839	PTHR32285,PTHR32285:SF45					AT5G15900.1	TBL19	TRICHOME BIREFRINGENCE-LIKE 19
16798419	27471.t000001	27471.m000401	27471.m000401	PF00069	PTHR23257,PTHR23257:SF492		2.7.12.1		GO:0006468,GO:0005524,GO:0004672	AT4G35780.1		ACT-like protein tyrosine kinase family protein
16798420	27471.t000002	27471.m000402	27471.m000402	PF00612	PTHR32295,PTHR32295:SF39				GO:0005515	AT3G51380.1	IQD20	IQ-domain 20
16798421	27471.t000003	27471.m000403	27471.m000403	PF00581	PTHR12231	KOG1530	2.8.1.1			AT4G35770.1	ATSEN1,DIN1,SEN1	Rhodanese/Cell cycle control phosphatase superfamily protein
16798422	27471.t000004	27471.m000404	27471.m000404	PF07884	PTHR34573,PTHR34573:SF1					AT4G35760.1		NAD(P)H dehydrogenase (quinone)s
16798423	27471.t000005	27471.m000405	27471.m000405	PF13716	PTHR11106,PTHR11106:SF58	KOG2633				AT4G35750.1		SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein
16798424	27471.t000006	27471.m000406	27471.m000406		PTHR33592,PTHR33592:SF2							
16798425	27471.t000007	27471.m000407	27471.m000407	PF16124,PF00271,PF00270	PTHR13710,PTHR13710:SF81		3.6.4.12	K10901	GO:0005524,GO:0003676	AT4G35740.1	ATRECQ3,RecQl3	DEAD/DEAH box RNA helicase family protein 
16798426	27471.t000008	27471.m000408	27471.m000408	PF00400	PTHR19861,PTHR19861:SF3	KOG1446		K14962	GO:0005515	AT5G66240.2		Transducin/WD40 repeat-like superfamily protein
16798427	27471.t000009	27471.m000409	27471.m000409	PF00046	PTHR24326,PTHR24326:SF123				GO:0003677	AT2G17950.1	PGA6,WUS,WUS1	Homeodomain-like superfamily protein
16798428	27471.t000010	27471.m000410	27471.m000410	PF13532	PTHR31447,PTHR31447:SF1	KOG4176				AT2G17970.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
16798429	27471.t000011	27471.m000411	27471.m000411		PTHR36347,PTHR36347:SF1					AT2G17972.1		
16798430	27471.t000012	27471.m000412	27471.m000412	PF00641	PTHR23111,PTHR23111:SF37	KOG4198			GO:0008270	AT2G17975.1		zinc finger (Ran-binding) family protein
16798431	27471.t000013	27471.m000413	27471.m000413	PF14363,PF00004,PF05278	PTHR23070,PTHR23070:SF21	KOG0743		K08900	GO:0005524	AT3G50930.1	BCS1	cytochrome BC1 synthesis
16798432	27471.t000014	27471.m000414	27471.m000414									
16798433	27471.t000015	27471.m000415	27471.m000415									
16798434	27471.t000016	27471.m000416	27471.m000416									
16798435	27471.t000017	27471.m000417	27471.m000417	PF00759	PTHR22298,PTHR22298:SF42		3.2.1.4		GO:0005975,GO:0004553	AT1G19940.1	AtGH9B5,GH9B5	glycosyl hydrolase 9B5
16798436	27471.t000018	27471.m000418	27471.m000418									
16798437	27471.t000019	27471.m000419	27471.m000419		PTHR31161,PTHR31161:SF6					AT2G17990.1		
16798438	27471.t000020	27471.m000420	27471.m000420	PF01423	PTHR11021	KOG3482		K11098		AT4G30220.1	RUXF	small nuclear ribonucleoprotein F
16798439	27471.t000021	27471.m000421	27471.m000421	PF03366	PTHR23195,PTHR23195:SF26	KOG3149		K11341	GO:0006355	AT5G45600.2	GAS41,TAF14B	YEATS family protein
16798440	27471.t000022	27471.m000422	27471.m000422	PF01625	PTHR10173,PTHR10173:SF28	KOG1635	1.8.4.11	K07304	GO:0055114,GO:0008113,GO:0030091,GO:0016671,GO:0006979	AT2G18030.1		Peptide methionine sulfoxide reductase family protein
16798441	27471.t000023	27471.m000423	27471.m000423	PF00639,PF00453	PTHR10986	KOG4707	5.2.1.8	K02887	GO:0016853,GO:0019843,GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT1G16740.1		Ribosomal protein L20
16798442	27471.t000024	27471.m000424	27471.m000424		PTHR33400,PTHR33400:SF2					AT1G19860.1		Zinc finger C-x8-C-x5-C-x3-H type family protein
16798443	27472.t000001	27472.m000293	27472.m000293									
16798444	27472.t000002	27472.m000294	27472.m000294									
16798445	27472.t000003	27472.m000295	27472.m000295									
16798446	27472.t000004	27472.m000296	27472.m000296									
16798447	27472.t000005	27472.m000297	27472.m000297									
16798448	27472.t000006	27472.m000298	27472.m000298									
16798449	27472.t000007	27472.m000299	27472.m000299									
16798450	27472.t000008	27472.m000300	27472.m000300									
16798451	27472.t000009	27472.m000301	27472.m000301	PF00816					GO:0006355,GO:0005622,GO:0003677			
16798452	27472.t000010	27472.m000302	27472.m000302	PF00313	PTHR11544				GO:0006355,GO:0003677	AT2G21060.1	ATCSP4,ATGRP2B,GRP2B	glycine-rich protein 2B
16798453	27472.t000011	27472.m000303	27472.m000303									
16798454	27472.t000012	27472.m000304	27472.m000304	PF01850	PTHR36173,PTHR36173:SF2							
16798455	27472.t000013	27472.m000305	27472.m000305									
16798456	27472.t000014	27472.m000306	27472.m000306									
16798457	27472.t000015	27472.m000307	27472.m000307									
16798458	27472.t000016	27472.m000308	27472.m000308									
16798459	27472.t000017	27472.m000309	27472.m000309	PF03050	PTHR33678,PTHR33678:SF3							
16798460	27472.t000018	27472.m000310	27472.m000310	PF00072	PTHR26402,PTHR26402:SF613				GO:0000160	AT5G02810.1	APRR7,PRR7	pseudo-response regulator 7
16798461	27472.t000019	27472.m000311	27472.m000311									
16798462	27472.t000020	27472.m000312	27472.m000312	PF00196,PF00072	PTHR26402,PTHR26402:SF571				GO:0006355,GO:0000160			
16798463	27472.t000021	27472.m000313	27472.m000313	PF00126,PF00144,PF03466	PTHR30537				GO:0006355,GO:0003700			
16798464	27472.t000022	27472.m000314	27472.m000314	PF00486	PTHR26402,PTHR26402:SF606		4.6.1.1		GO:0006355,GO:0003677,GO:0000160			
16798465	27473.t000001	27473.m000042	27473.m000042	PF00378	PTHR11941,PTHR11941:SF53	KOG1684			GO:0008152,GO:0003824	AT4G13360.1		ATP-dependent caseinolytic (Clp) protease/crotonase family protein
16798466	27473.t000002	27473.m000043	27473.m000043	PF05426			4.2.2.14,4.2.2.3,4.2.2.1		GO:0042597,GO:0016829			
16798467	27473.t000003	27473.m000044	27473.m000044	PF02482					GO:0044238			
16798468	27475.t000001	27475.m000015	27475.m000015	PF00703	PTHR10066,PTHR10066:SF12		3.2.1.25		GO:0005975,GO:0004553,GO:0046355,GO:0004567	AT1G09010.1		glycoside hydrolase family 2 protein
16798469	27476.t000001	27476.m000036	27476.m000036	PF01966	PTHR35569,PTHR35569:SF1		4.2.1.69					
16798470	27477.t000001	27477.m000118	27477.m000118		PTHR16305,PTHR16305:SF26		4.6.1.1					
16798471	27477.t000002	27477.m000119	27477.m000119	PF13191	PTHR16305,PTHR16305:SF31		4.6.1.1					
16798472	27477.t000003	27477.m000120	27477.m000120									
16798473	27477.t000004	27477.m000121	27477.m000121									
16798474	27477.t000005	27477.m000122	27477.m000122									
16798475	27477.t000006	27477.m000123	27477.m000123									
16798476	27477.t000007	27477.m000124	27477.m000124									
16798477	27477.t000008	27477.m000125	27477.m000125									
16798478	27477.t000009	27477.m000126	27477.m000126									
16798479	27478.t000001	27478.m000089	27478.m000089	PF00108,PF00550,PF02801	PTHR11712	KOG1394	2.3.1.179		GO:0016747,GO:0008152	AT5G46290.1	KAS I,KAS1	3-ketoacyl-acyl carrier protein synthase I
16798480	27478.t000002	27478.m000090	27478.m000090	PF00724	PTHR22893,PTHR22893:SF7	KOG0134	1.3.1.31		GO:0055114,GO:0016491,GO:0010181	AT1G76690.1	ATOPR2,OPR2	12-oxophytodienoate reductase 2
16798481	27478.t000003	27478.m000091	27478.m000091	PF00296	PTHR30011,PTHR30011:SF29		1.14.14.5		GO:0055114,GO:0016705			
16798482	27478.t000004	27478.m000092	27478.m000092	PF13304,PF00496	PTHR24220,PTHR24220:SF336	KOG2355	3.6.3.23		GO:0005524	AT3G25620.2		ABC-2 type transporter family protein
16798483	27478.t000005	27478.m000093	27478.m000093									
16798484	27481.t000001	27481.m000059	27481.m000059									
16798485	27481.t000002	27481.m000060	27481.m000060									
16798486	27481.t000003	27481.m000061	27481.m000061									
16798487	27481.t000004	27481.m000062	27481.m000062									
16798488	27481.t000005	27481.m000063	27481.m000063									
16798489	27482.t000001	27482.m000144	27482.m000144		PTHR11926,PTHR11926:SF367		2.4.1.273	K17941	GO:0016758,GO:0008152	AT2G22590.1		UDP-Glycosyltransferase superfamily protein
16798490	27482.t000002	27482.m000145	27482.m000145	PF00201	PTHR11926,PTHR11926:SF367		2.4.1.273		GO:0016758,GO:0008152	AT2G22590.1		UDP-Glycosyltransferase superfamily protein
16798491	27482.t000003	27482.m000146	27482.m000146	PF00201	PTHR11926,PTHR11926:SF367		2.4.1.273		GO:0016758,GO:0008152	AT2G22590.1		UDP-Glycosyltransferase superfamily protein
16798492	27482.t000004	27482.m000147	27482.m000147	PF07524	PTHR37604					AT5G65540.1		
16798493	27482.t000005	27482.m000148	27482.m000148	PF07714	PTHR27001,PTHR27001:SF105	KOG1187	2.7.11.1		GO:0006468,GO:0004672	AT5G65530.1		Protein kinase superfamily protein
16798494	27482.t000006	27482.m000149	27482.m000149	PF13414	PTHR26312,PTHR26312:SF71					AT5G65520.1		Tetratricopeptide repeat (TPR)-like superfamily protein
16798495	27482.t000007	27482.m000150	27482.m000150									
16798496	27482.t000008	27482.m000151	27482.m000151	PF00847	PTHR32467,PTHR32467:SF33			K09285	GO:0006355,GO:0003700,GO:0007275	AT5G10510.2	AIL6,PLT3	AINTEGUMENTA-like 6
16798497	27483.t000001	27483.m000031	27483.m000031	PF14244								
16798498	27483.t000002	27483.m000032	27483.m000032	PF00931	PTHR23155,PTHR23155:SF411				GO:0043531	AT3G50950.1	ZAR1	HOPZ-ACTIVATED RESISTANCE 1
16798499	27488.t000001	27488.m000034	27488.m000034									
16798500	27489.t000001	27489.m000028	27489.m000028									
16798501	27490.t000001	27490.m000039	27490.m000039									
16798502	27490.t000002	27490.m000040	27490.m000040									
16798503	27490.t000003	27490.m000041	27490.m000041	PF01321,PF00557	PTHR10804,PTHR10804:SF86		3.4.13.9	K01271	GO:0016787	AT4G29490.1		Metallopeptidase M24 family protein
16798504	27490.t000004	27490.m000042	27490.m000042									
16798505	27494.t000001	27494.m000044	27494.m000044	PF00320	PTHR10071,PTHR10071:SF194				GO:0043565,GO:0008270,GO:0006355,GO:0003700	AT4G32890.1	GATA9	GATA transcription factor 9
16798506	27494.t000002	27494.m000045	27494.m000045	PF02362,PF06507	PTHR31384,PTHR31384:SF27				GO:0003677,GO:0009725,GO:0006355,GO:0005634	AT2G28350.1	ARF10	auxin response factor 10
16798507	27495.t000001	27495.m000030	27495.m000030									
16798508	27496.t000001	27496.m000094	27496.m000094	PF08880,PF08879	PTHR31602,PTHR31602:SF12				GO:0006355,GO:0005634,GO:0005524,GO:0032502,GO:0006351	AT3G52910.1	AtGRF4,GRF4	growth-regulating factor 4
16798509	27496.t000002	27496.m000095	27496.m000095	PF00128,PF02922,PF02806	PTHR10357,PTHR10357:SF141		2.4.1.18	K00700	GO:0043169,GO:0005975,GO:0003824,GO:0004553	AT5G03650.1	SBE2.2	starch branching enzyme 2.2
16798510	27496.t000003	27496.m000096	27496.m000096	PF00149	PTHR24032,PTHR24032:SF1	KOG0374	3.1.3.16		GO:0016787	AT3G09970.1		Calcineurin-like metallo-phosphoesterase superfamily protein
16798511	27496.t000004	27496.m000097	27496.m000097	PF14510,PF08370,PF00005,PF01061	PTHR19241,PTHR19241:SF261		3.6.3.30		GO:0016887,GO:0005524,GO:0016020	AT1G66950.1	ATPDR11,PDR11	pleiotropic drug resistance 11
16798512	27497.t000001	27497.m000034	27497.m000034									
16798513	27497.t000002	27497.m000035	27497.m000035	PF02518,PF06580	PTHR34220		2.7.13.3		GO:0016021,GO:0000160,GO:0000155			
16798514	27502.t000001	27502.m000068	27502.m000068									
16798515	27502.t000002	27502.m000069	27502.m000069	PF10544								
16798516	27502.t000003	27502.m000070	27502.m000070									
16798517	27502.t000004	27502.m000071	27502.m000071									
16798518	27502.t000005	27502.m000072	27502.m000072									
16798519	27504.t000001	27504.m000609	27504.m000609	PF01209	PTHR10108,PTHR10108:SF711			K03183	GO:0008168	AT1G23360.2	MENG	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
16798520	27504.t000002	27504.m000610	27504.m000610	PF01657,PF07714	PTHR27002,PTHR27002:SF70	KOG1187	2.7.11.1		GO:0006468,GO:0004672	AT1G70520.1	CRK2	cysteine-rich RLK (RECEPTOR-like protein kinase) 2
16798521	27504.t000003	27504.m000611	27504.m000611									
16798522	27504.t000004	27504.m000612	27504.m000612	PF01657,PF00069	PTHR27002,PTHR27002:SF82	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT1G70530.1	CRK3	cysteine-rich RLK (RECEPTOR-like protein kinase) 3
16798523	27504.t000005	27504.m000613	27504.m000613	PF00295	PTHR31375,PTHR31375:SF12		3.2.1.15		GO:0005975,GO:0004650	AT3G26610.1		Pectin lyase-like superfamily protein
16798524	27504.t000006	27504.m000614	27504.m000614	PF07690	PTHR23515,PTHR23515:SF3			K02575	GO:0055085,GO:0016021	AT1G12940.1	ATNRT2.5,NRT2.5	nitrate transporter2.5
16798525	27504.t000007	27504.m000615	27504.m000615	PF04043	PTHR31707				GO:0004857	AT1G70540.1	EDA24	Plant invertase/pectin methylesterase inhibitor superfamily protein
16798526	27504.t000008	27504.m000616	27504.m000616	PF04043	PTHR31707		3.1.1.11		GO:0004857	AT1G23350.1		Plant invertase/pectin methylesterase inhibitor superfamily protein
16798527	27504.t000009	27504.m000617	27504.m000617	PF01326	PTHR22931,PTHR22931:SF1		2.7.9.4	K08244	GO:0016310,GO:0016301,GO:0005524	AT1G10760.1	GWD,GWD1,SEX1,SOP,SOP1	Pyruvate phosphate dikinase, PEP/pyruvate binding domain
16798528	27504.t000010	27504.m000618	27504.m000618	PF04832	PTHR11220,PTHR11220:SF36					AT1G17100.1		SOUL heme-binding family protein
16798529	27504.t000011	27504.m000619	27504.m000619	PF14365,PF03080	PTHR31589,PTHR31589:SF19					AT1G10750.1		Protein of Unknown Function (DUF239)
16798530	27504.t000012	27504.m000620	27504.m000620	PF13041,PF01535	PTHR24015,PTHR24015:SF504					AT1G60770.1		Tetratricopeptide repeat (TPR)-like superfamily protein
16798531	27504.t000013	27504.m000621	27504.m000621		PTHR34043,PTHR34043:SF1		3.1.1.32,3.1.1.3			AT1G10740.1		alpha/beta-Hydrolases superfamily protein
